text,label
This page is the discography for musician John Matarazzo. He has worked in music publishing and as a producer and composer.,MusicalWork
Cosmopterix diandra is a moth in the Cosmopterigidae family. It was described by Clarke in 1986. It is found on the Marquesas Islands.,Animal
"The Galleria at Crystal Run is a shopping mall in the Town of Wallkill, New York. It is the second-largest mall in New York's Hudson Valley region.",Building
"The FA Cup 1963–64 is the 83rd season of the world's oldest football knockout competition; The Football Association Challenge Cup, or FA Cup for short. The large number of clubs entering the tournament from lower down the English football league system meant that the competition started with a number of preliminary and qualifying rounds. The 30 victorious teams from the Fourth Round Qualifying progressed to the First Round Proper.",Tournament
Alexandre Miniac (5 July 1885 – 3 December 1963) was a French architect and watercolorist.,Person
"Luis Antonio (\""Wito\"") Morales Crespo (7 January 1928 - 18 June 2011) was a Puerto Rican politician and Mayor of Ponce, Puerto Rico from 1973 to 1976. He was also Senator for the District of Ponce from 1977 to 1980 and president of the Ponce Municipal Assembly from 1989 to 2004 He is recognized as a politician, sportsman, and sports broadcaster.",Politician
"Night of Champions (2013) was a professional wrestling pay-per-view (PPV) event produced by WWE. It took place on September 15, 2013 at the Joe Louis Arena in Detroit, Michigan. It was the seventh annual Night of Champions event, and the eighth pay-per-view in the 2013 lineup. The theme of this PPV was that every championship in WWE was defended. The event received 175,000 buys, down from the last year's event of 189,000.",SportsEvent
"Koyama Press is a comics publishing company founded in 2007 by Annie Koyama and based in Canada. Since its establishment in 2007, Koyama Press' mandate has been to promote and provide support to an array of emerging and established artists. This mandate is realized by funding and producing a diverse collection of publications and artist’s projects. Projects include comics, art books, exhibitions, prints, and zines.",Company
"The 1964 Tampa Spartans football team represented the University of Tampa in the 1964 college football season. It was the Spartans' 28th season and competed as a member of the NAIA. The team was led by head coach Sam Bailey, in his first year, and played their home games at Phillips Field in Tampa, Florida. They finished with a record of four wins and six losses (4–6).",SportsTeamSeason
"The Vermont gubernatorial election of 1870 took place on September 6, 1870. Incumbent Republican George W. Hendee, per the \""Mountain Rule\"", did not run for re-election to a full term as Governor of Vermont. Republican candidate John W. Stewart defeated Democratic candidate Homer W. Heaton to succeed him. The 1870 election marked the start of biennial gubernatorial elections in Vermont.",SocietalEvent
"Bonghwang Station (Hangul: 봉황역; hanja: 鳳凰驛) is a station of the BGLRT Line of Busan Metro in Jeonha-dong, Gimhae, South Korea.",Station
"Jettha Tissa I (267 – 277) was the eldest son of Gothabhaya and brother of Mahasena. The live chronicle of Sri Lanka - Mahavamsa describes Jettha Tissa I as a cruel person and states that he, immediately after his father’s death, had all of his father’s court ministers killed and spiked their bodies around the pyre.",Person
"Max Raskin (November 1902 – August 22, 1984) was a Wisconsin jurist and politician. Raskin served as Milwaukee City Attorney from 1932 to 1936 and later served as a judge of the Milwaukee County Circuit Court from 1963 to 1973.",Person
"Cottonwood Mall was an enclosed shopping mall in Holladay, Utah, a suburb of Salt Lake City, Utah. It was the first indoor shopping mall in the state, and only the second in America.",Building
The Yarra City Council is the elected council body of the City of Yarra,Organisation
The Journal de Théorie des Nombres de Bordeaux is a triannual peer-reviewed scientific journal covering number theory and related topics. It was established in 1989 and is published by the Institut de Mathématiques de Bordeaux on behalf of the Société Arithmétique de Bordeaux. The editor-in-chief is Qing Liu (University of Bordeaux).,PeriodicalLiterature
Lichenostigma is a genus fungi. It includes 8 species of lichenicolous fungi (fungi that are parasitic on lichens). Some species in the genus form lichens. It is in the Lichenotheliaceae family.,Eukaryote
"Meredith Township is a township in Cloud County, Kansas, USA. As of the 2000 census, its population was 77.",Settlement
"Viktor Ryashko (Ukrainian: Віктор Іванович Ряшко; born 28 January 1964 in Mukacheve, Zakarpattia Oblast, Ukrainian SSR) is a Ukrainian professional football coach and a former player. He is a product of FC Trudovi Rezervy Lviv. His first trainer was Vadym Bilotserkivskyi. On 12 January 2012 Ryashko was appointed as the sporting director of club FC Hoverla Uzhhorod in Ukrainian Premier League. He is the father of Ukrainian footballers Viktor Ryashko and Mykhaylo Ryashko.",SportsManager
"Runaway Train was a steel sit-down roller coaster opened in 1987 at the Chessington World of Adventures Resort in southwest London, England. Designed by John Wardley. Although the ride itself survives, it was completely rethemed between 2012 and 2014 into Scorpion Express.",AmusementParkAttraction
Giovanni Maria Bernardoni (1541–1605) was a Jesuit monk and an Italian architect who was the first to design the Baroque style in Poland and the Grand Duchy of Lithuania.,Person
"Saint Emmeram of Regensburg (also Emeramus, Emmeran, Emeran, Heimrammi, Haimeran, or Heimeran) was a Christian bishop and a martyr born in Poitiers. He was the first Bishop of Poitiers in Aquitaine. He died in circa 652 and is buried in St. Emeram's in Regensburg, Germany. His feast day in the Catholic Calendar of saints is September 22.",Cleric
"The Sawtooth Mountains are a mountain range of the Peninsular Ranges system, located in eastern San Diego County, California. The Sawtooth Mountains are within the western Colorado Desert, southwest of Anza-Borrego Desert State Park and the Tierra Blanca Mountains. The Jacumba Mountains lie to the southeast. The Sawtooth Mountains Wilderness is located within the range.",NaturalPlace
Trudy Groenman (born 15 January 1944) is a Dutch former tennis player. She was three times Netherlands champion.,Athlete
"Robert Freeman \""Bob\"" Smith (born June 16, 1931) in Portland, Oregon, is an American politician.",Politician
"Brandon Sumrall (born July 15, 1986) is a former American football cornerback. He was signed by the Minnesota Vikings as an undrafted free agent in 2008. He played college football at Southern Mississippi. Sumrall has also been a member of the Tampa Bay Buccaneers, Indianapolis Colts and New York Giants.",GridironFootballPlayer
"Dzoidjou is a village on the island of Grande Comore (Ngazidja) in the Comoros. According to the 1991 census, the village had a population of 638.",Settlement
"These are the official results of the Men's 400 metres hurdles event at the 1976 Summer Olympics in Montreal. The competition was held on July 23, 1976, and on July 25, 1976. Edwin Moses won the final in a world record and Olympic record time of 47.63 seconds. His time was initially noted as one hundredth slower, but this was rounded up after an analysis of the photo finish.",Olympics
"Chikkun Takkun (チックンタックン) is a Japanese manga series written and illustrated by Shotaro Ishinomori. It was adapted into a 23-episode anime television series by Studio Pierrot and aired on Fuji Television from April 9, 1984 to September 28, 1984. The series revolves around an alien duck named Chikkun and his advisor Takkun, trying to stop an alien mad scientist from invading Earth.",Comic
The Dorna River is a tributary of the Niraj River in Romania.,Stream
"The Heron River is a river of Stewart Island/Rakiura, New Zealand. It rises north of Adventure Hill and flows south-eastward into Port Adventure.",Stream
"\""Get You\"" is a song performed by Russian pop singer Alex Vorobyov who represented his country at the first semi-final of the Eurovision Song Contest 2011 held in Düsseldorf, Germany on May 10, 2011. He qualified through to the final that took place on May 14, 2011, finishing at the 16th place. It was produced by Moroccan producer Nadir Khayat (RedOne). The song was presented on March 12, 2011 on Channel One's Fabrika Zvyozd.",Song
"Michael Starr, PC (born Michael Starchewsky; November 14, 1910 – March 16, 2000) was a Canadian politician and the first Canadian cabinet minister of Ukrainian descent, his parents having immigrated from Ukraine, then a part of the Russian Empire.",Politician
"Carlo Biffi (1605–1675) was an Italian painter of the Baroque period. He was born Milan, where he trained with Camillo Procaccini.",Artist
"In the 2015–16 season, RC Relizane is competing in the Ligue 1 for the 6th season, as well as the Algerian Cup. They will be competing in Ligue 1, and the Algerian Cup.",SportsTeamSeason
"Ricardo Rosset (born 27 July 1968) is a Brazilian racing driver. He participated in 33 Formula One Grands Prix, making his debut at the 1996 Australian Grand Prix. He scored no championship points and eventually quit Formula One to focus on developing a sportswear business in Brazil.",RacingDriver
"Richard Dull (born c. 1945) is an American former athletic director and athlete. He served as the athletic director of the University of Maryland from 1981 to 1986, including during the death of Len Bias, which prompted Dull's resignation. He has also been athletic director at the University of Nebraska at Kearney, Moravian College, California State University, Northridge, and Belmont Abbey College.",Coach
"Caneadea is a town in Allegany County, New York, United States. The population was 2,542 at the 2010 census. The name is from the natives and means \""where the heavens rest on earth.\"" The town is in the northwest quadrant of the county.",Settlement
"Gotarzes II of Parthia (Parthian: 𐭂𐭅𐭕𐭓𐭆 Gōtarz, Ancient Greek: Γωτάρζης Gōtarzēs; flourished 1st century) was a Prince of Iranian ancestry. He ruled the Parthian Empire as King intermittently between about 40 to 51. He was one of the sons of Artabanus III. When his father died in 38 and his brother Vardanes I succeeded to the throne, Gotarzes II rebelled.",Person
"Banks is a town in Pike County, Alabama, United States. As of the 2010 census it had a population of 179, down from 224 in 2000. It incorporated in December 1894.",Settlement
"Ephraïm Inoni (born 16 August 1947) is a Cameroonian politician who was Prime Minister of Cameroon from 2004 to 2009. He was a long-time aide of President Paul Biya and is a member of the ruling Cameroon People's Democratic Movement (RDPC). He was appointed to the position of Prime Minister by Biya on December 8, 2004 and was sworn in that day.",Politician
Alan Grant is an Australian former darts player who played in the British Darts Organisation in the 1980s.,Athlete
"Little Etobicoke Creek is a small river in Mississauga, Regional Municipality of Peel in the Greater Toronto Area of Ontario, Canada. It is in the Great Lakes Basin and is a right tributary of Etobicoke Creek, which flows to Lake Ontario.",Stream
"Robert Stuart Skirving is the eighth and current bishop of the Episcopal Diocese of East Carolina. He was consecrated on November 8, 2014.",Cleric
The solitary tinamou (Tinamus solitarius) is a species of paleognath ground bird. This species is native to Atlantic forest of eastern Brazil.,Animal
The 2007–08 season was Torquay United's first season in the Conference National after being relegated from League Two. The season runs from 1 July 2007 to 30 June 2008.,SportsTeamSeason
"Matt Disher (born July 10, 1976 in Hagersville, Ontario) is a goaltender for the Edmonton Rush in the National Lacrosse League. Disher has been named NLL Player of the Week four times, defensive player of the week three times, and was named Rookie of the Month in February 1999. During the 2009 NLL season, he was named a starter to the All-Star Game.",Athlete
"Charles Henry Mayo (30 November 1884 – July 1977) was an English professional golfer of the early 20th century. Mayo won the 1911 Belgian Open held at the Royal Golf Club of Belgium. Frenchman Arnaud Massy finished in second place. He had seven starts in the Open Championship, his best finish being T11 in 1912. He finished runner-up in the 1908 French Open and had five international appearances representing England against Scotland.",Athlete
"Paul Wynd (born 2 May 1976) is a former Australian rules football player. Wynd played three games for North Melbourne in the Australian Football League during the 1997 AFL season. He is the brother of Scott Wynd and son of Garrey Wynd, both league footballers.",Athlete
The Byelorussian Soviet Socialist Republic League was an ice hockey league contested in the Byelorussian SSR. The league usually consisted of two groups.,SportsLeague
"The Chief is a 2003 biographical one-man play about the Pittsburgh Steelers' founder and owner Art Rooney (1901–1988). The Pittsburgh Public Theater show has had several revivals since its inauguration, with each production performed by Pittsburgh native Tom Atkins.",WrittenWork
"Seles is a municipality and town in Cuanza Sul Province in Angola. It is roughly 55 kilometres west by road from Amboiva and roughly 78 kilometres east by road from Sumbe on the Atlantic coast. Until 1975, was called Vila Nova do Seles, shortly Vila do Seles. Part of the town is also known as Uku.",Settlement
"Greußen is a town in the Kyffhäuserkreis district, in Thuringia, Germany. It is situated 17 km southeast of Sondershausen, and 29 km north of Erfurt.",Settlement
"Kirk Alan Triplett (born March 29, 1962) is an American professional golfer who has played on the PGA Tour, Nationwide Tour, and PGA Tour Champions.",Athlete
"Marcio Lassiter (born May 16, 1987) is a Filipino-American professional basketball player who plays for the San Miguel Beermen of the Philippine Basketball Association. He had a stint with the Philippine national basketball team, the Smart Gilas. Considered the best all-around sharpshooter in the PBA when Smart Gilas played as a guest team in the league, Lassiter plays the swingman position. He graduated and played college basketball for Cal State Fullerton.",Athlete
"Corrugation Road is an Australian musical set in a mental hospital, about an Aboriginal schizophrenic patient. It was written by Jimmy Chi, his band Kuckles and friends, the creators of Bran Nue Dae. It is based on Chi's own experiences at Perth's Graylands Hospital.",MusicalWork
"The Algerian Basketball Federation (FABB) is the governing body of basketball in Algeria. that was Formed in 1963, it is based in the capital town Algiers. The FTBB is a member of the International Basketball Federation (FIBA) and also belong to the FIBA Africa zone. The current president of the federation is Rabah Bouarifi.",SportsLeague
"Jiangxi Air (Chinese: 江西航空) is a Chinese low-cost carrier based at Nanchang Changbei International Airport, Jiangxi. It is a joint venture between XiamenAir and the Jiangxi Provincial Government. The airline flies to six destinations using two Boeing 737-800 aircraft.",Company
"Havelock News is a newspaper based in Havelock, North Carolina. On June 1, 2012, Freedom Communications announced the sale of Havelock News and other newspapers in Freedom’s Eastern North Carolina operating group to Halifax Media Group of Daytona Beach, Florida.",PeriodicalLiterature
"The Petersen Automotive Museum is located on Wilshire Boulevard along Museum Row in the Miracle Mile neighborhood of Los Angeles. One of the world's largest automotive museums, the Petersen Automotive Museum is a nonprofit organization specializing in automobile history and related educational programs.",Building
"Johann André Luc Charpenet (born 3 August 1976 in Roanne, Loire) is a French retired footballer who played as a central defender.",Athlete
"Grand Lake o' the Cherokees is situated in Northeast Oklahoma, nestled in the foothills of the Ozark Mountain Range. It is often simply called Grand Lake. It is administered by the Grand River Dam Authority (GRDA).",BodyOfWater
"James Frederick \""Jimmy\"" King is a fictional character in the British ITV soap opera Emmerdale. He is played by Nick Miles. He made his first appearance on 19 February 2004 and has appeared on the show ever since. He is the only surviving member of the original King family, as the others have all been killed off.",FictionalCharacter
"Sterling Marlin (born June 30, 1957) is a retired stock car racing driver. He formerly competed in the NASCAR Sprint Cup Series, winning the Daytona 500 in 1994 and 1995. He is the son of late NASCAR driver Coo Coo Marlin. He is married to Paula and has a daughter, Sutherlin, and a son, Steadman, a former Nationwide Series driver.",RacingDriver
"Krugerdrift Dam is a combined gravity & arch type dam located on the Modder River, near Bloemfontein, Free State, South Africa. It was established in 1970 and it serves mainly for irrigation purposes. The hazard potential of the dam has been ranked high (3).",Infrastructure
"The Essential REO Speedwagon is a greatest hits album by the band REO Speedwagon released through Epic Records and Legacy Recordings The collection spans the band's history from 1971 through 1999 and the package includes two compact discs. In 2009, the album was re-released as part of the Limited Edition 3.0 series which added a third bonus disc with eight more tracks.",MusicalWork
"Thapsia troglodytes is a species of air-breathing land snail, a terrestrial pulmonate gastropod mollusk in the family Helicarionidae. Thapsia troglodytes is the type species of the genus Thaspia.",Animal
"Bellinga Castle (Swedish: Bellinga slott) is situated in Ystad Municipality, Scania, in southern Sweden.",Building
"(This name uses Spanish naming customs: the first or paternal family name is Viera and the second or maternal family name is Barreto.) Washington Alexis Viera Barreto (born 18 October 1978), commonly known as Alexis Viera, is a retired Uruguayan footballer who played as a goalkeeper. He holds Italian citizenship. Currently, he is assistant coach of his last club Atlético F.C. (previously Dépor).",Athlete
"Thun Sophea is a retired professional kickboxer from Svay Rieng, Cambodia. He is the 2006 Cambodian Television Network Traditional Khmer Kickboxing champion. In 2011, Thun was the highest paid athlete (along with Chhunly Pagenburg) from Cambodia making $30,000 (USD).",Athlete
"Pirimela is a genus of crab containing a single species, Pirimela denticulata.",Animal
"The 2015 UEFA European Under-19 Championship was the 14th edition of the UEFA European Under-19 Championship (64th edition if the Under-18 and Junior eras are included), the annual European youth football competition contested by the men's under-19 national teams of the member associations of UEFA. Greece hosted the tournament. Players born on or after 1 January 1996 were eligible to participate in this competition.",Tournament
"Lago dell'Accesa is a lake at Massa Marittima in the Province of Grosseto, Tuscany, Italy. At an elevation of 157 m, its surface area is 0.14 km².",BodyOfWater
"Survivor Series (2016) is an upcoming professional wrestling pay-per-view (PPV) event and WWE Network event produced by WWE for the Raw and SmackDown brands. It will take place on November 20, 2016 at the Air Canada Centre in Toronto, Ontario. It will be the thirtieth event under the Survivor Series chronology.",SportsEvent
Lindsay Thomas (born 6 October 1955) is a former Australian rules footballer who played with St Kilda in the Victorian Football League (VFL).,Athlete
"Maid of Orleans (1806–1825) was a British Thoroughbred racehorse and broodmare who won the classic Oaks Stakes at Epsom Downs Racecourse in 1809. Unraced as a two-year-old, Maid of Orleans won her first race at Newmarket in April 1809 and then won the Oaks as a 16/1 outsider, beating her more fancied stable companion. The filly won only one of her remaining seven races, and was retired from racing at the end of 1810.",Horse
"Robert John Whittaker (born 20 December 1990) is an Australian professional mixed martial artist of Māori descent currently competing in the Middleweight division of the Ultimate Fighting Championship. A professional MMA competitor since 2009, Whittaker was a contestant on the first installment of The Ultimate Fighter: The Smashes and won the Welterweight tournament. As of April 2016, he is #6 in the official UFC Middleweight rankings.",Athlete
"John P. Flaherty Jr. (born November 19, 1931) was a Justice of the Supreme Court of Pennsylvania from 1978 to 2001 and Chief Justice of the Court from 1996 to 2001. He retired at the end of 2001.",Person
The Vermelho River is a river of Mato Grosso state in western Brazil. It is a tributary of the Juruena River.,Stream
"The Jessup Covered Bridge was north of Jessup, Indiana. The single-span Burr Arch covered bridge structure was built by the Jefferson P. Van Fossen in 1910 and destroyed by flood in 1989.",RouteOfTransportation
"Joseph Tenute (born April 2, 1983) is a Canadian professional ice hockey player who currently plays for Storhamar Hockey of the GET-ligaen.",WinterSportPlayer
"Onikuma Dam (Japanese: 小仁熊ダム) is a dam in the Nagano Prefecture, Japan, completed in 2003.",Infrastructure
Sheikh Jamal Dhanmondi Club is a team that plays List A cricket in the Dhaka Premier League. It is affiliated with Sheikh Jamal Dhanmondi Club football team.,SportsTeam
"Gillellus arenicola, the sandy stargazer, is a species of sand stargazer native to the Pacific coast of Central America from Baja California, Mexico, to Panama where it can be found on sandy substrates at depths of from 8 to 137 metres (26 to 449 ft). It can reach a maximum length of 5.5 centimetres (2.2 in) TL.",Animal
"Cengiz Bektaş (b. November 26, 1934, Denizli) is a Turkish architect, engineer, poet and writer for Evrensel magazine.",Person
"Stop the World – I Want to Get Off is a musical with a book, music, and lyrics by Leslie Bricusse and Anthony Newley. According to Oscar Levant, the play's title was derived from a graffito.",MusicalWork
"Varghese Payyappilly Palakkappilly was a Syrian Catholic (Syro-Malabar) priest from the Indian state of Kerala and the founder of the Congregation of the Sisters of the Destitute. He was declared as Servant of God by Varkey Vithayathil, Major Archbishop of the Syro-Malabar Catholic Church in 2009.",Cleric
Veigaiidae is a family of mites belonging to the superorder Parasitiformes. However they are not parasitic but free-living and predatory and are found in soil and decaying organic matter. Some species are specialists of rocky shorelines. Members of this family can be distinguished by a hyaline appendage on the tarsus of the pedipalp.,Animal
"Rümikon AG railway station is a railway station in the Swiss canton of Aargau and municipality of Rümikon. The station is located on the Winterthur to Koblenz line and is served by Zurich S-Bahn line S41, which links Winterthur and Waldshut.",Station
"Jennifer Stewart (born in Redondo Beach, California) is the stage name of an American former pornographic actress.",Actor
"Cláudio Henrique da Silva, better known as Cláudio Silva, (born September 6, 1982) is a Brazilian mixed martial artist who competes in the Welterweight division. Silva is currently signed with the UFC.",Athlete
"Anne Hungerford (née Dormer; 1525–1603) was an English courtier during the reign of Queen Mary I, and poet.",Person
"Clydesdale RFC was a nineteenth-century and early twentieth-century Glasgow-based rugby union club, who were attached to Clydesdale Cricket Club during the 1880s.",SportsTeam
Lauri Lahesalu (born 29 March 1979) is an Estonian professional ice hockey player currently playing for Ducs d'Angers of the Ligue Magnus in France.,WinterSportPlayer
"Omid Djalili (Persian: امید جلیلی‎‎; born 30 September 1965) is a British stand-up comedian, actor, television producer, voice actor and writer of Iranian origin.",Artist
"The County Chairman is a 1903 comedy play by George Ade, which was one of his greatest successes. Produced by Henry W. Savage, it played for 222 performances on Broadway at Wallack's Theatre. It was also adapted to film in 1914 and 1935.",WrittenWork
"Dame Norma Christina Elizabeth Major, Lady Major, DBE (born 12 February 1942), née Wagstaff and later Johnson, is the wife of Sir John Major, the former British Prime Minister. Major has been a keen supporter of the British Conservative Party.",Person
"The Neuseen Classics - Rund um die Braunkohle was a single-day road bicycle race held annually in Leipzig, Germany.",Race
"Vera Leonidovna Biryukova (Russian: Вера Леонидовна Бирюкова; born 11 April 1998 in Omsk, Omsk Oblast, Russia) is a Russian group rhythmic gymnast. She is member of the 2016 Olympics Group all-around champion.",Athlete
"The company has listed its ETFs in Hong Kong Exchanges and Clearing, NYSE Arca, Amsterdam Stock Exchange, Borsa Italiana and London Stock Exchange. In addition, it has also registered its funds as Foreign investment funds authorized to be marketed and sold in Macau and Restricted Schemes to be marketed and sold in Singapore.",Company
"The International Alliance of Theatrical Stage Employees or IATSE, (full name: International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, Its Territories and Canada) is a labor union representing over 130,000 technicians, artisans and craftspersons in the entertainment industry, including live theatre, motion picture and television production, and trade shows. It was awarded Tony Honors for Excellence in Theatre in 1993.",Organisation
Paolo Araldi (18th-century - after 1820) was an Italian painter of historical and religious subjects.,Artist
"Stefano Bargauan (c. 1954 – June 2013) was an Italian figure skater. Competing in men's singles, he was the 1971 Prague Skate champion, 1970 Kennedy Memorial Winter Games bronze medalist, and Italian national champion. He also competed in ice dancing with Letizia Ghirardelli. His brother, Willi, competed in men's single skating. The family worked in television broadcasting.",WinterSportPlayer
"Bernard \""Bernie\"" Opper (September 1, 1915 – February 24, 2000) was an All-American basketball player at Kentucky and then professional player in the National Basketball League and American Basketball League. Opper was a native of the Bronx, New York, and attended Morris High School from 1931 to 1935. He went on to play college basketball at the University of Kentucky from 1936 to 1939.",Athlete
"The Tin Man (February 18, 1998 in Kentucky – 2015) is an American thoroughbred racehorse. The gelding was sired by Affirmed, the Triple Crown of Thoroughbred Racing winner, out of the unplaced Lizzie Rolfe by Tom Rolfe, who was an exceptional racehorse but a better broodmare sire. He was retired at the age of 9 due to complications following exploratory surgery on an ankle.",Horse
"The Volvo D24TIC is a 2.4-litre inline-six-cylinder (R6/I6) single overhead camshaft (SOHC) diesel engine, formerly manufactured by Volkswagen Group from August 1986 to December 1995.",Engine
"For Swingin' Livers Only! is an album by Allan Sherman, released by Warner Brothers Records in 1964.",MusicalWork
"Etelis is a genus of snappers mostly native to the Indian and Pacific oceans with one species (E. oculatus) native to the western Atlantic Ocean. The currently recognized species in this genus are: \n*  Etelis carbunculus G. Cuvier, 1828 (deep-water red snapper) \n*  Etelis coruscans Valenciennes, 1862 (deepwater longtail red snapper) \n*  Etelis oculatus (Valenciennes, 1828) (queen snapper) \n*  Etelis radiosus W. D. Anderson, 1981 (pale snapper)",Animal
"Jeongseon Station is a railway station on Jeongseon Line in Jeongseon, Gangwon, South Korea.",Station
"Nordsida Church (Norwegian: Nordsida kyrkje) is a parish church in Stryn Municipality in Sogn og Fjordane county, Norway. It is located in the village of Roset, on the northern shore of the Nordfjorden. The church is part of the Nordsida parish in the Nordfjord deanery in the Diocese of Bjørgvin. The concrete church was built in 1973 by the architect Alf Apelseth. The church seats about 220 people.",Building
"The 1995 Supercoppa Italiana was a match contested by Juventus, the Serie A 1994-95 winner, Parma, the 1994–95 Coppa Italia runner-up, since Juventus had won both trophies in the 1994-95 season. It was the second appearance for both teams, after Juventus was defeated by Napoli in 1990 and Parma lost against Milan in 1992. The match was played in January because of scheduling conflicts.",SportsEvent
"Thomas E. Gordon is the sixth Presiding Bishop of the Orthodox Anglican Church and Metropolitan Archbishop of the Orthodox Anglican Communion. On November 16, 2014, Creighton Jones announced his retirement and nominated Gordon, then his suffragan, to be his successor. Gordon became Metropolitan on April 18, 2015. Gordon is a graduate of St. Andrew's Theological College and Seminary, and is married to Janet Gordon. They have three sons.",Cleric
"John Robert Burt (27 August 1874 – 16 January 1933) was a New Zealand rugby union player, cricketer and businessman. He played one match for the New Zealand national rugby union team, made three first-class appearances for the Otago cricket team, and was a branch manager of the engineering firm, A. & T. Burt Ltd, founded by his father.",Athlete
"The Christian Standard a religious periodical associated with the Restoration Movement that was established in 1866. The Standard began focusing on a particular branch of the movement, the Christian churches and churches of Christ, in second half of the 20th century and became the most influential of the movement publications among those churches.",PeriodicalLiterature
"Phragmitensis is a genus of fungi in the Ascomycota phylum. The relationship of this taxon to other taxa within the class is unknown (incertae sedis), and it has not yet been placed with certainty into any class, order, or family.",Eukaryote
Dagfinn Ripnes (born 12 January 1939) is a Norwegian politician for the Conservative Party. He served as a deputy representative to the Norwegian Parliament from Møre og Romsdal during the term 1997–2001. On the local level he was mayor of Kristiansund municipality from 1997 to 2007.,Politician
"XHGN-FM is a radio station on 95.3 FM in Piedras Negras, Veracruz, known as La Gigante.",Broadcaster
"Christine \""Chris\"" O’Connell (Crios Ní Chonaill) from Limerick was the 12th president of the Camogie Association.",Politician
"The W.D. Mansfield Memorial Bridge, commonly known as the Dravosburg Bridge, is a cantilever bridge that carries vehicular traffic across the Monongahela River between McKeesport, Pennsylvania and Dravosburg, Pennsylvania. It is a high-level bridge, passing over railyard, industrial sites, and Route 837, to connect Fifth Avenue in McKeesport and Richland Avenue in Dravosburg.",RouteOfTransportation
"Mario Frittoli was born in 1966 in Pavia, Lombardia, Italy. Now a world-renowned celebrity chef at Mario i sentieri in Nishi Azabu, Tokyo, Japan.",Person
"Underground Inc. (Underground, Inc.) was a Chicago based subsidiary of Invisible Records, consisting of a collective of independent labels, producing various studio albums by Invisible Records artists, side projects and compilations with the same focus on being artist driven as its parent label. Music ranged from indie, goth, electro, punk, and Industrial.",Company
"JPS Field at Malone Stadium is a stadium in Monroe, Louisiana, United States, on the campus of the University of Louisiana at Monroe. It is primarily used for football and is the home field of the ULM Warhawks.",SportFacility
"Cáceres Ciudad del Baloncesto is a professional basketball team based in Cáceres, Extremadura, Spain. It plays in the LEB Oro, the second in importance in Spain after ACB League. This club must be not confused with Cáceres Club Baloncesto, the former elite team in the city, which was dissolved in 2005.",SportsTeam
Šaumburk is a ruined castle near the village of Podhradní Lhota in the Zlín Region of the Czech Republic. It is classified as a cultural monument of the Czech Republic.,Building
"The Mansfield Football Club is an Australian rules football club in the Goulburn Valley Football League, they are based in Mansfield, Victoria. The club is officially known as the Mansfield Eagles Football/Netball club, but have been nicknamed \""The Eagles\"" by supporters. The Eagles home ground is the Mansfield Recreation Reserve.",SportsTeam
"Fletcher Field (IATA: CKM, ICAO: KCKM, FAA LID: CKM) is a public use airport in Coahoma County, Mississippi, United States. It is owned by the Coahoma County Airport Board and located seven nautical miles (13 km) northeast of the central business district of Clarksdale, Mississippi. This airport is included in the National Plan of Integrated Airport Systems for 2011–2015, which categorized it as a general aviation facility. There is no scheduled commercial airline service.",Infrastructure
"Romana Majerechova (born 24 September 1999) is a Czech female artistic gymnast, representing her nation at international competitions. She competed at world championships, including the 2015 World Artistic Gymnastics Championships in Glasgow.",Athlete
"Gwyn Edward Staley (July 6, 1927 – March 23, 1958) was an American NASCAR Grand National driver from Burlington, North Carolina.",RacingDriver
"South Cheektowaga Baseball Association (SCBA) is located in Cheektowaga, New York. SCBA is one of Western New York's largest youth sports organizations. Each year, about 600 boys and girls between the ages of 5 and 19 participate on over 65 teams in our Teeball and Baseball programs.",SportsLeague
"Organization of Communist Left (in Spanish: Organización de Izquierda Comunista, in Basque: Ezker Komunista Erakundea, in Catalan: Organització d'Esquerra Comunista, in Galician: Organización de Esquerda Comunista, OIC) was a communist political party in Spain founded in 1974. The OIC was a continuation of the existing Communist Workers Circles (COC), whose roots were in the Workers' Front of Catalonia (FOC), the Catalan version of the People's Liberation Front (FLP or FELIPE).",Organisation
The Merino Muster is a cross-country skiing marathon on the South Island of New Zealand. It has been held since 1995 and is part of Worldloppet since 2014.,SocietalEvent
"Eryx jayakari, known commonly as the Arabian sand boa or Jayakar's sand boa, is a species of snake in the Boidae family. It is endemic to the Arabian Peninsula and Iran where it spends the day buried in the sand.",Animal
"Page Springs Cellars & Vineyards is a family-owned Arizona winery and vineyard tucked into the volcanic landscape overlooking pristine Oak Creek Canyon, just 15 minutes south of Sedona in the Verde Valley. Page Springs Cellars produces Rhone style wines, working primarily with Syrah, Petite Sirah, Grenache and Mourvedre.",Company
Stevensons of Uttoxeter was a bus company that operated in Staffordshire from 1926.,Company
"Pilularia minuta, is a species of fern belonging to the family Marsileaceae.",Plant
"David Weissman is a screenwriter and director. His film credits include The Family Man (2000), Evolution (2001), and When in Rome (2010).",Writer
"Mohammad Akbar Barakzai (Pashto: محمد اکبر بارکزی‎) is a politician in Afghanistan, serving as the Governor of Baghlan from 2009 to 2010.",Politician
"Alfred F. Eissler (November 1896 – November 19, 1954) was an American football halfback who played one season in the American Professional Football Association with the Chicago Tigers. He attended Lake Forest Academy in Lake Forest, Illinois.",GridironFootballPlayer
